,entryOwnerText_l
4596,"[('poli', 100), ('zuanne', 100), ('tonioli', 50)]"
4597,"[('rota', 100), ('catterina', 52), ('cattari', 48)]"
4598,"[('rota', 100), ('catterina', 52), ('cattari', 48)]"
4599,"[('rota', 100), ('catterina', 52), ('cattari', 48)]"
4600,"[('poli', 100), ('zuanne', 100), ('tonioli', 50)]"
4601,"[('poli', 100), ('zuanne', 100), ('tonioli', 50)]"
4602,"[('spinelli', 100), ('sandrinelli', 77), ('zandinelli', 72)]"
4603,"[('poli', 100), ('francesconi', 43), ('dalle fornaci', 42)]"
4604,"[('sandrinelli', 69), ('basinello', 67), ('marinello', 67)]"
4605,"[('spinelli', 100), ('sandrinelli', 77), ('zandinelli', 72)]"
4606,"[('spinelli', 100), ('sandrinelli', 77), ('zandinelli', 72)]"
4607,"[('benvenuti', 100), ('zuanne', 100), ('venuti', 55)]"
4608,"[('di', 100), ('benvenuti', 100), ('di zrin', 44)]"
4609,"[('di', 100), ('benvenuti', 100), ('di zrin', 44)]"
4610,"[('di', 100), ('benvenuti', 100), ('di zrin', 44)]"
4611,"[('spinelli', 100), ('sandrinelli', 77), ('zandinelli', 72)]"
4612,"[('spinelli', 100), ('sandrinelli', 77), ('zandinelli', 72)]"
4613,"[('spinelli', 100), ('sandrinelli', 77), ('zandinelli', 72)]"
4614,"[('spinelli', 100), ('sandrinelli', 77), ('zandinelli', 72)]"
4615,"[('spinelli', 100), ('benvenuti', 100), ('petrisselli', 50)]"
4616,"[('gabriel', 100), ('marchesi', 100), ('gabrieli', 67)]"
4617,"[('spinelli', 100), ('baronelli', 53), ('baroncelli', 51)]"
4618,"[('benvenuti', 100), ('benetasso', 62), ('benincasa', 54)]"
4619,"[('spinelli', 100), ('zuanne', 100), ('milledonne', 47)]"
4620,"[('battistini', 62), ('battistiol', 56), ('battagia', 53)]"
4621,"[('spinelli', 100), ('sandrinelli', 77), ('zandinelli', 72)]"
4622,"[('dolfin', 100), ('de', 100), ('de quadraginta', 49)]"
4623,"[('corner', 100), ('girolamo', 100), ('corneri', 64)]"
4624,"[('domenici', 67), ('dominico', 67), ('domeni', 63)]"
4625,"[('spinelli', 100), ('sandrinelli', 77), ('zandinelli', 72)]"
4626,"[('festellini', 56), ('fradellini', 56), ('caliari fantinelli', 55)]"
4627,"[('contarini', 100), ('donada', 100), ('de conti', 48)]"
4628,"[('benvenuti', 100), ('zuanne', 100), ('venuti', 55)]"
4629,"[('baglioni', 100), ('caliari fantinelli', 56), ('fratello', 48)]"
4630,"[('foscari', 100), ('de', 100), ('francescheti', 49)]"
4631,"[('dolfini', 100), ('de', 100), ('delfinigo', 49)]"
4632,"[('dolfin', 100), ('de', 100), ('de quadraginta', 49)]"
4633,"[('dolfin', 100), ('de', 100), ('de quadraginta', 49)]"
4634,"[('dolfin', 100), ('de', 100), ('de quadraginta', 49)]"
4635,"[('dolfin', 100), ('de', 100), ('de quadraginta', 49)]"
4636,"[('dolfin', 100), ('de', 100), ('de quadraginta', 49)]"
4637,"[('dolfin', 100), ('de', 100), ('de quadraginta', 49)]"
4638,"[('dolfin', 100), ('de', 100), ('de quadraginta', 49)]"
4639,"[('dada', 100), ('francesconi', 72), ('da fano', 67)]"
4640,"[('dada', 100), ('francesconi', 72), ('da fano', 67)]"
4641,"[('dada', 100), ('francesconi', 72), ('da fano', 67)]"
4642,"[('dada', 100), ('francesconi', 72), ('da fano', 67)]"
4643,"[('dolfin', 100), ('de', 100), ('de quadraginta', 49)]"
4644,"[('di', 100), ('san', 100), ('sanudo (candiano)', 49)]"
4645,"[('di', 100), ('san', 100), ('sanudo (candiano)', 49)]"
4646,"[('di', 100), ('san', 100), ('sanudo (candiano)', 49)]"
4647,"[('di', 100), ('san', 100), ('sanudo (candiano)', 49)]"
4648,"[('di', 100), ('san', 100), ('sanudo (candiano)', 49)]"
4649,"[('di', 100), ('san', 100), ('di zrin', 44)]"
4650,"[('di', 100), ('san', 100), ('di cordova', 44)]"
4651,"[('di', 100), ('san', 100), ('sanudo (candiano)', 49)]"
4652,"[('terzi', 100), ('soveri', 56), ('piteri', 56)]"
4653,"[('terzi', 100), ('soveri', 56), ('piteri', 56)]"
4654,"[('molin', 100), ('corner', 100), ('corbellini', 58)]"
4655,"[('molin', 100), ('di', 100), ('pisana', 100)]"
4656,"[('molin', 100), ('corner', 100), ('corbellini', 58)]"
4657,"[('rezzonico', 55), ('battistella', 52), ('boncambi', 50)]"
4658,"[('querini', 100), ('giovannino', 53), ('antonini', 50)]"
4659,"[('querini', 100), ('giovannino', 53), ('antonini', 50)]"
4660,"[('bronzini', 64), ('bernardini', 59), ('barichi', 58)]"
4661,"[('bronzini', 64), ('bernardini', 59), ('barichi', 58)]"
4662,"[('bronzini', 64), ('bernardini', 59), ('barichi', 58)]"
4663,"[('pasini', 100), ('clementi', 100), ('zuanne', 100)]"
4664,"[('pasini', 100), ('clementi', 100), ('zuanne', 100)]"
4665,"[('bernardo', 100), ('fratello', 100), ('negri', 100)]"
4666,"[('barbaro', 100), ('zaccaria', 100), ('de', 100)]"
4667,"[('gradenigo', 100), ('corner', 100), ('centranigo', 53)]"
4668,"[('gradenigo', 100), ('corner', 100), ('centranigo', 53)]"
4669,"[('barbaro', 100), ('zaccaria', 100), ('de', 100)]"
4670,"[('da ponte', 100), ('da', 100), ('ponte', 100)]"
4671,"[('da ponte', 100), ('da', 100), ('ponte', 100)]"
4672,"[('pasqualigo', 100), ('de', 100), ('zuanne', 100)]"
4673,"[('pasqualigo', 100), ('paqualigo', 60), ('fratello', 55)]"
4674,"[('pasqualigo', 100), ('paqualigo', 60), ('fratello', 55)]"
4675,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4676,"[('pasqualigo', 100), ('paqualigo', 60), ('fratello', 55)]"
4677,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4678,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4679,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4680,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4681,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4682,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4683,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4684,"[('emo', 100), ('di', 100), ('san', 100)]"
4685,"[('emo', 100), ('di', 100), ('san', 100)]"
4686,"[('nicolosi', 100), ('zuanne', 100), ('nicolini', 61)]"
4687,"[('nicolosi', 100), ('zuanne', 100), ('nicolini', 61)]"
4688,"[('lombardo', 100), ('girolamo', 100), ('lambardo', 64)]"
4689,"[('grassi', 100), ('de lorenzo', 82), ('battistiol', 45)]"
4690,"[('battistini', 61), ('battistiol', 55), ('battagia', 52)]"
4691,"[('bettoni', 100), ('nadal', 100), ('di', 100)]"
4692,"[('caimo', 100), ('malimpiero', 73), ('camposampiero', 72)]"
4693,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4694,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4695,"[('gradenigo', 100), ('de', 100), ('zuanne', 100)]"
4696,"[('gradenigo', 100), ('gradengo', 52), ('gradniano', 50)]"
4697,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4698,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4699,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4700,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4701,"[('cornaro', 100), ('di', 100), ('federico', 100)]"
4702,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4703,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4704,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4705,"[('cornaro', 100), ('sanudo (candiano)', 39), ('centenario', 39)]"
4706,"[('cornaro', 100), ('commissaria', 46), ('caliari fantinelli', 40)]"
4707,"[('cornaro', 100), ('caliari fantinelli', 32), ('commissaria', 30)]"
4708,"[('corner', 100), ('commissaria', 43), ('comincioli', 39)]"
4709,"[('gradenigo', 100), ('piero', 100), ('zuanne', 100)]"
4710,"[('michiel', 100), ('morosini', 100), ('michieli', 67)]"
4711,"[('morosini', 100), ('morosinii', 58), ('comincioli', 50)]"
4712,"[('morosini', 100), ('morosinii', 58), ('comincioli', 50)]"
4713,"[('morosini', 100), ('morosinii', 58), ('comincioli', 50)]"
4714,"[('cornaro', 100), ('corniani', 67), ('cornioli', 67)]"
4715,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4716,"[('cornaro', 100), ('commissaria', 46), ('caliari fantinelli', 40)]"
4717,"[('cornaro', 100), ('sanudo (candiano)', 40), ('centenario', 40)]"
4718,"[('cornaro', 100), ('commissaria', 46), ('caliari fantinelli', 40)]"
4719,"[('rocco', 100), ('francescheti', 77), ('franceschi', 69)]"
4720,"[('rocco', 100), ('francescheti', 77), ('franceschi', 69)]"
4721,"[('cornaro', 100), ('del', 100), ('del torso', 50)]"
4722,"[('cornaro', 100), ('centenario', 43), ('centenari', 39)]"
4723,"[('cornaro', 100), ('corniani', 67), ('cornioli', 67)]"
4724,"[('cornaro', 100), ('caliari fantinelli', 31), ('commissaria', 29)]"
4725,"[('pisani', 100), ('sansovino', 58), ('pianigo', 55)]"
4726,"[('di', 100), ('rotta', 100), ('francesconi', 49)]"
4727,"[('piero', 100), ('sanudo', 100), ('sanudo (candiano)', 67)]"
4728,"[('squadron', 100), ('francesconi', 69), ('franceschini', 60)]"
4729,"[('foresti', 100), ('capello', 100), ('dalle fornaci', 29)]"
4730,"[('celsi', 100), ('pietropoli', 50), ('petrisselli', 48)]"
4731,"[('da', 100), ('da fin', 50), ('da fano', 44)]"
4732,"[('di', 100), ('san', 100), ('monastero', 100)]"
4733,"[('di', 100), ('san', 100), ('monastero', 100)]"
4734,"[('di', 100), ('san', 100), ('monastero', 100)]"
4735,"[('da', 100), ('da fin', 50), ('da fano', 44)]"
4736,"[('antonelli', 43), ('coratelli', 43), ('locatellii', 42)]"
4737,"[('fini', 100), ('comincioli', 57), ('finili', 50)]"
4738,"[('fratello', 100), ('piero', 100), ('zaguri', 100)]"
4739,"[('piero', 100), ('zaguri', 100), ('primarini', 52)]"
4740,"[('scola', 100), ('della', 100), ('della costa', 62)]"
4741,"[('di', 100), ('san', 100), ('monastero', 100)]"
4742,"[('di', 100), ('san', 100), ('monastero', 100)]"
4743,"[('di', 100), ('san', 100), ('monastero', 100)]"
4744,"[('di', 100), ('san', 100), ('monastero', 100)]"
4745,"[('di', 100), ('san', 100), ('monastero', 100)]"
4746,"[('di', 100), ('san', 100), ('monastero', 100)]"
4747,"[('di', 100), ('san', 100), ('monastero', 100)]"
4748,"[('di', 100), ('san', 100), ('monastero', 100)]"
4749,"[('di', 100), ('san', 100), ('monastero', 100)]"
4750,"[('di', 100), ('san', 100), ('monastero', 100)]"
4751,"[('di', 100), ('san', 100), ('monastero', 100)]"
4752,"[('di', 100), ('san', 100), ('monastero', 100)]"
4753,"[('di', 100), ('san', 100), ('monastero', 100)]"
4754,"[('di', 100), ('san', 100), ('monastero', 100)]"
4755,"[('di', 100), ('san', 100), ('monastero', 100)]"
4756,"[('di', 100), ('san', 100), ('monastero', 100)]"
4757,"[('di', 100), ('san', 100), ('monastero', 100)]"
4758,"[('di', 100), ('san', 100), ('monastero', 100)]"
4759,"[('di', 100), ('san', 100), ('monastero', 100)]"
4760,"[('di', 100), ('san', 100), ('monastero', 100)]"
4761,"[('cornaro', 100), ('casa', 100), ('dalla', 100)]"
4762,"[('iarca degli uberti', 43), ('antonelli', 43), ('grattarol dalle navi', 42)]"
4763,"[('antonini', 53), ('santonini', 52), ('tornimben', 52)]"
4764,"[('rossi', 100), ('del', 100), ('eredi', 100)]"
4765,"[('fantinelli', 100), ('caliari fantinelli', 71), ('battistelli', 56)]"
4766,"[('di', 100), ('san', 100), ('monastero', 100)]"
4767,"[('di', 100), ('san', 100), ('monastero', 100)]"
4768,"[('di', 100), ('san', 100), ('monastero', 100)]"
4769,"[('di', 100), ('san', 100), ('monastero', 100)]"
4770,"[('di', 100), ('san', 100), ('monastero', 100)]"
4771,"[('di', 100), ('san', 100), ('monastero', 100)]"
4772,"[('bembo', 100), ('giacomi', 60), ('biamo', 56)]"
4773,"[('tron', 100), ('zuanne', 100), ('fradellini', 47)]"
4774,"[('zusto', 100), ('fratello', 52), ('locatelli', 50)]"
4775,"[('boldÃ¹', 100), ('fratello', 100), ('di', 100)]"
4776,"[('da', 100), ('da riva', 100), ('riva', 100)]"
4777,"[('gradenigo', 100), ('giustinian', 100), ('giustiniani', 55)]"
4778,"[('giacomazzi', 64), ('giacomuzzi', 64), ('giacomelli', 64)]"
4779,"[('giacomazzi', 64), ('giacomuzzi', 64), ('giacomelli', 64)]"
4780,"[('gabriel', 100), ('iarca degli uberti', 39), ('grattarol dalle navi', 36)]"
4781,"[('ferro', 100), ('de', 100), ('zuanne', 100)]"
4782,"[('ferro', 100), ('ferrazina', 67), ('ferrarioni', 64)]"
4783,"[('boldÃ¹', 100), ('fratello', 100), ('bold', 100)]"
4784,"[('gabriel', 100), ('iarca degli uberti', 38), ('dalle fornaci', 32)]"
4785,"[('boldÃ¹', 100), ('ferro', 100), ('tirabosco', 100)]"
4786,"[('da', 100), ('da fin', 50), ('da fano', 44)]"
4787,"[('martinengo', 100), ('da', 100), ('bonomo', 100)]"
4788,"[('martinengo', 100), ('da', 100), ('da fin', 50)]"
4789,"[('martinengo', 100), ('da', 100), ('da fin', 50)]"
4790,"[('nani', 100), ('di', 100), ('zuanne', 100)]"
4791,"[('salvador', 100), ('san', 100), ('giovannelli', 33)]"
4792,"[('salvador', 100), ('san', 100), ('giovannelli', 33)]"
4793,"[('giusberti', 52), ('seguro', 50), ('guerino', 48)]"
4794,"[('tirabosco', 100), ('antonini', 56), ('antoneti', 56)]"
4795,"[('boldÃ¹', 100), ('bold', 100), ('de resti', 52)]"
4796,"[('boldÃ¹', 100), ('bold', 100), ('comincioli', 57)]"
4797,"[('miani', 100), ('caliari fantinelli', 39), ('satellico', 38)]"
4798,"[('miani', 100), ('caliari fantinelli', 39), ('satellico', 38)]"
4799,"[('caliari fantinelli', 51), ('ascarelli', 47), ('locatelli', 47)]"
4800,"[('andriani', 67), ('angaran', 60), ('barbaran', 57)]"
4801,"[('miani', 100), ('di', 100), ('buzacarini', 46)]"
4802,"[('miani', 100), ('giacomi', 70), ('comiani', 70)]"
4803,"[('miani', 100), ('giacomi', 70), ('comiani', 70)]"
4804,"[('miani', 100), ('giacomi', 70), ('comiani', 70)]"
4805,"[('miani', 100), ('giacomi', 70), ('comiani', 70)]"
4806,"[('miani', 100), ('giacomi', 70), ('comiani', 70)]"
4807,"[('chiesa', 100), ('di', 100), ('fabrica', 100)]"
4808,"[('chiesa', 100), ('di', 100), ('delle', 100)]"
4809,"[('chiesa', 100), ('capitolo', 100), ('di', 100)]"
4810,"[('chiesa', 100), ('capitolo', 100), ('di', 100)]"
4811,"[('chiesa', 100), ('di', 100), ('san', 100)]"
4812,"[('miani', 100), ('di', 100), ('buzacarini', 46)]"
4813,"[('bernardo', 100), ('donini', 100), ('bernardini', 80)]"
4814,"[('miani', 100), ('di', 100), ('buzacarini', 46)]"
4815,"[('bernardo', 100), ('bernardini', 56), ('battistini', 56)]"
4816,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
4817,"[('miani', 100), ('di', 100), ('buzacarini', 46)]"
4818,"[('miani', 100), ('di', 100), ('buzacarini', 46)]"
4819,"[('bernardo', 100), ('michiel', 100), ('bernardini', 56)]"
4820,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
4821,"[('miani', 100), ('de', 100), ('tommasini-degna', 50)]"
4822,"[('bernardo', 100), ('donini', 100), ('bernardini', 80)]"
4823,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4824,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4825,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4826,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4827,"[('girolamo', 100), ('di', 100), ('san', 100)]"
4828,"[('zanchi', 100), ('bertoli', 100), ('bortolamiello', 41)]"
4829,"[('morosini', 100), ('pasqualigo', 100), ('paqualigo', 37)]"
4830,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4831,"[('fratello', 100), ('vincenti', 100), ('iarca degli uberti', 42)]"
4832,"[('bernardo', 100), ('donini', 100), ('bernardini', 80)]"
4833,"[('vincenti', 100), ('cornelia', 100), ('caliari fantinelli', 45)]"
4834,"[('vincenti', 100), ('giovannino', 55), ('marineti', 52)]"
4835,"[('bernardo', 100), ('martin', 100), ('bernardini', 72)]"
4836,"[('bernardo', 100), ('michiel', 100), ('bernardini', 56)]"
4837,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
4838,"[('di', 100), ('toffetti', 100), ('gian', 100)]"
4839,"[('bernardo', 100), ('marin', 100), ('bernardini', 75)]"
4840,"[('di', 100), ('san', 100), ('vio', 100)]"
4841,"[('di', 100), ('san', 100), ('vio', 100)]"
4842,"[('caliari fantinelli', 51), ('ascarelli', 47), ('locatelli', 47)]"
4843,"[('giustinian', 100), ('polo', 100), ('lolin', 100)]"
4844,"[('caliari fantinelli', 51), ('ascarelli', 47), ('locatelli', 47)]"
4845,"[('pesaro', 100), ('lunarda', 67), ('resaro', 60)]"
4846,"[('vitturi', 100), ('giovannino', 45), ('battistini', 45)]"
4847,"[('vitturi', 100), ('zuanne', 100), ('truzane', 57)]"
4848,"[('soranzo', 100), ('carlo', 100), ('zuanne', 100)]"
4849,"[('pisani', 100), ('nicolini', 80), ('nicola', 67)]"
4850,"[('pisani', 100), ('nicolini', 80), ('nicola', 67)]"
4851,"[('molin', 100), ('molino', 60), ('molini', 60)]"
4852,"[('martinelli', 100), ('miani', 100), ('marinelli', 72)]"
4853,"[('molin', 100), ('molino', 60), ('molini', 60)]"
4854,"[('molin', 100), ('monticano', 64), ('molino', 63)]"
4855,"[('martinelli', 100), ('francesconi', 56), ('franceschini', 55)]"
4856,"[('bonfadini', 100), ('priuli', 100), ('bonfandini gritti', 65)]"
4857,"[('molino', 100), ('di', 100), ('di zrin', 44)]"
4858,"[('miani', 100), ('di', 100), ('buzacarini', 46)]"
4859,"[('molin', 100), ('monticano', 64), ('molino', 63)]"
4860,"[('miani', 100), ('giacomi', 70), ('comiani', 70)]"
4861,"[('pesaro', 100), ('lunarda', 67), ('resaro', 60)]"
4862,"[('toffetti', 100), ('sangiantoffetti', 62), ('giantoffetti', 62)]"
4863,"[('bernardo', 100), ('de mezzo', 100), ('mezzo', 100)]"
4864,"[('falier', 100), ('zuanne', 100), ('fallier', 60)]"
4865,"[('falier', 100), ('zuanne', 100), ('fallier', 60)]"
4866,"[('bollani', 100), ('antonini', 50), ('toniollo', 50)]"
4867,"[('falier', 100), ('zuanne', 100), ('fallier', 60)]"
4868,"[('falier', 100), ('zuanne', 100), ('fallier', 60)]"
4869,"[('condulmer', 100), ('condulmeri', 74), ('condolmer', 62)]"
4870,"[('falier', 100), ('zuanne', 100), ('fallier', 60)]"
4871,"[('loredan', 100), ('zuanne', 100), ('loredano', 52)]"
4872,"[('fonte', 100), ('loredan', 100), ('al', 100)]"
4873,"[('barbaro', 100), ('barbaran', 73), ('barbolani', 70)]"
4874,"[('pisani', 100), ('sansovino', 61), ('pianigo', 57)]"
4875,"[('franceschi', 100), ('francescheti', 69), ('franceschini', 69)]"
4876,"[('rossi', 100), ('amorosi', 70), ('giacomi', 70)]"
4877,"[('lombardo', 100), ('gabriel', 100), ('gambaro', 61)]"
4878,"[('loredan', 100), ('battistiol', 62), ('battistini', 62)]"
4879,"[('eredi', 100), ('coratelli', 70), ('corbellini', 67)]"
4880,"[('eredi', 100), ('coratelli', 70), ('corbellini', 67)]"
4881,"[('croce', 100), ('di', 100), ('monastero', 100)]"
4882,"[('di', 100), ('san', 100), ('pisani', 50)]"
4883,"[('di', 100), ('san', 100), ('pisani', 50)]"
4884,"[('di', 100), ('san', 100), ('pisani', 50)]"
4885,"[('di', 100), ('san', 100), ('pisani', 50)]"
4886,"[('di', 100), ('san', 100), ('pisani', 50)]"
4887,"[('di', 100), ('san', 100), ('pisani', 50)]"
4888,"[('fratello', 100), ('schiantarello', 45), ('bellosello', 44)]"
4889,"[('di', 100), ('san', 100), ('pisani', 50)]"
4890,"[('di', 100), ('san', 100), ('di zrin', 44)]"
4891,"[('di', 100), ('san', 100), ('pisani', 50)]"
4892,"[('di', 100), ('san', 100), ('pisani', 50)]"
4893,"[('ercolani', 58), ('graziani', 58), ('girolamo', 58)]"
4894,"[('marinoni', 100), ('tommasini-degna', 61), ('martinoni', 59)]"
4895,"[('di', 100), ('san', 100), ('pisani', 50)]"
4896,"[('santo', 100), ('di', 100), ('di zrin', 44)]"
4897,"[('santo', 100), ('di', 100), ('di zrin', 44)]"
4898,"[('nani', 86), ('nn', 80), ('nanti', 75)]"
4899,"[('santo', 100), ('di', 100), ('di zrin', 44)]"
4900,"[('santo', 100), ('di', 100), ('di zrin', 44)]"
4901,"[('santo', 100), ('di', 100), ('di zrin', 44)]"
4902,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4903,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4904,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4905,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4906,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4907,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4908,"[('giustinian', 100), ('girolamo', 100), ('di', 100)]"
4909,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4910,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4911,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4912,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4913,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4914,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4915,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4916,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4917,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4918,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
4919,"[('pasqualigo', 100), ('zuanne', 100), ('paqualigo', 69)]"
