,entryOwnerText_l
4202,"[('leon', 100), ('gentili', 100), ('anselmi', 48)]"
4203,"[('lion', 100), ('gentili', 100), ('lion gavazza', 50)]"
4204,"[('malta', 100), ('malascotti', 50), ('marcoleoni', 50)]"
4205,"[('di', 100), ('abramo', 63), ('da buora', 57)]"
4206,"[('caliari fantinelli', 51), ('cartelli', 43), ('macarelli', 42)]"
4207,"[('da', 100), ('malta', 100), ('saraval', 100)]"
4208,"[('diodati', 100), ('di', 100), ('di zrin', 44)]"
4209,"[('borin', 100), ('antonini', 67), ('santonini', 64)]"
4210,"[('borin', 100), ('antonini', 67), ('santonini', 64)]"
4211,"[('aron', 100), ('lanterna', 60), ('volta', 59)]"
4212,"[('aron', 100), ('lanterna', 60), ('volta', 59)]"
4213,"[('aron', 100), ('lanterna', 60), ('volta', 59)]"
4214,"[('anselmi', 50), (""dall'ast"", 48), ('dal verme', 47)]"
4215,"[('lion', 100), ('saraval', 100), ('lion gavazza', 50)]"
4216,"[('saraval', 100), ('bonetto', 55), ('benetti', 55)]"
4217,"[('saraval', 100), ('bonetto', 55), ('benetti', 55)]"
4218,"[('giovanelli', 100), ('de', 100), ('zuanne', 100)]"
4219,"[('da', 100), ('della costa', 64), ('cresiafida', 59)]"
4220,"[('saraval', 100), ('bonetto', 55), ('benetti', 55)]"
4221,"[('banchieri', 67), ('badover', 63), ('dal verme', 57)]"
4222,"[('giovanelli', 100), ('de', 100), ('zuanne', 100)]"
4223,"[('saraval', 100), ('dalla scala', 47), ('maratti', 46)]"
4224,"[('malta', 100), ('belletata', 47), ('bentivoglio', 44)]"
4225,"[('delle', 100), ('sette', 100), ('fracassetti', 48)]"
4226,"[('querini', 100), ('barberini', 64), ('mauruzini', 64)]"
4227,"[('fraterna', 100), ('dei', 100), ('todeschi', 100)]"
4228,"[('francovich', 64), ('franchi', 63), ('fabrica', 63)]"
4229,"[('francovich', 64), ('franchi', 63), ('fabrica', 63)]"
4230,"[('francovich', 64), ('franchi', 63), ('fabrica', 63)]"
4231,"[('francovich', 64), ('franchi', 63), ('fabrica', 63)]"
4232,"[('francovich', 64), ('franchi', 63), ('fabrica', 63)]"
4233,"[('domenichini', 74), ('domenici', 67), ('domeneghini', 67)]"
4234,"[('malatesta', 47), ('bradamante', 45), ('dalla rovere', 42)]"
4235,"[('domenichini', 74), ('domenici', 67), ('domeneghini', 67)]"
4236,"[('domenichini', 74), ('domenici', 67), ('domeneghini', 67)]"
4237,"[('bragolina', 55), ('caresana', 50), ('bragolin', 50)]"
4238,"[('bragolina', 55), ('casaluna', 50), ('caresana', 50)]"
4239,"[('bragolina', 55), ('casaluna', 50), ('caresana', 50)]"
4240,"[('bragolina', 55), ('casaluna', 50), ('caresana', 50)]"
4241,"[('bragolina', 55), ('casaluna', 50), ('caresana', 50)]"
4242,"[('domenichini', 74), ('domenici', 67), ('domeneghini', 67)]"
4243,"[('domenichini', 74), ('domenici', 67), ('domeneghini', 67)]"
4244,"[('malipiero', 100), ('francesconi', 56), ('franceschini', 54)]"
4245,"[('pesaro', 100), ('da', 100), ('silva', 100)]"
4246,"[('silva', 100), ('bonaccorsi', 53), ('bonacossa', 48)]"
4247,"[('silva', 100), ('bonaccorsi', 53), ('bonacossa', 48)]"
4248,"[('silva', 100), ('bonaccorsi', 53), ('bonacossa', 48)]"
4249,"[(""d'este"", 60), ('teodata', 57), ('vanestre', 55)]"
4250,"[('malipiero', 100), ('francesconi', 56), ('franceschini', 54)]"
4251,"[('salvador', 100), ('salvadori', 52), ('da ferrara', 50)]"
4252,"[('ferro', 100), ('abramo', 71), ('zamfermo', 63)]"
4253,"[('ferro', 100), ('abramo', 71), ('zamfermo', 63)]"
4254,"[('ferro', 100), ('abramo', 71), ('zamfermo', 63)]"
4255,"[('levi', 100), ('giacomi', 67), ('giacomelli', 67)]"
4256,"[('levi', 100), ('giacomi', 67), ('giacomelli', 67)]"
4257,"[('david', 100), ('almeda', 100), ('caliari fantinelli', 42)]"
4258,"[('almeda', 100), ('caliari fantinelli', 49), ('mercatelli', 49)]"
4259,"[('treves', 100), ('trevisa', 53), ('trevisan', 50)]"
4260,"[('malipiero', 100), ('di', 100), ('commissaria', 100)]"
4261,"[('malipiero', 100), ('di', 100), ('commissaria', 100)]"
4262,"[('malipiero', 100), ('di', 100), ('commissaria', 100)]"
4263,"[('malipiero', 100), ('di', 100), ('commissaria', 100)]"
4264,"[('david', 100), ('almeda', 100), ('dalla nave', 52)]"
4265,"[('fradellini', 49), ('festellini', 43), ('fistellini', 43)]"
4266,"[('david', 100), ('dalle fornaci', 51), ('caliari fantinelli', 50)]"
4267,"[('bellosello', 58), ('lisiado', 57), ('bellino', 57)]"
4268,"[('lion', 100), ('leonessa', 67), ('lionbusca', 63)]"
4269,"[('aron', 100), ('roncali', 67), ('boncambi', 63)]"
4270,"[('bellosello', 58), ('lisiado', 57), ('bellino', 57)]"
4271,"[('aron', 100), ('roncali', 67), ('boncambi', 63)]"
4272,"[('aron', 100), ('roncali', 67), ('boncambi', 63)]"
4273,"[('nani', 86), ('nn', 80), ('nanti', 75)]"
4274,"[('franco', 100), ('salamon', 100), ('almeda', 100)]"
4275,"[('almeda', 100), ('bradamante', 58), ('da mare', 57)]"
4276,"[('ferro', 100), ('ferrazina', 67), ('ferrarioni', 64)]"
4277,"[('contarini', 100), ('querini', 100), ('zorzi', 100)]"
4278,"[('abramo', 48), ('canestrari', 48), ('bradamante', 48)]"
4279,"[('commissaria', 100), ('caliari fantinelli', 43), ('francesconi', 41)]"
4280,"[('malipiero', 100), ('commissaria', 100), ('caliari fantinelli', 44)]"
4281,"[('francesconi', 65), ('franceschini', 63), ('bresciani', 56)]"
4282,"[('francesconi', 65), ('franceschini', 63), ('bresciani', 56)]"
4283,"[('di', 100), ('procuratia', 100), ('procurative', 60)]"
4284,"[('da', 100), ('da riva', 100), ('riva', 100)]"
4285,"[('da', 100), ('da riva', 100), ('riva', 100)]"
4286,"[('da', 100), ('da riva', 100), ('riva', 100)]"
4287,"[('da', 100), ('da riva', 100), ('riva', 100)]"
4288,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4289,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4290,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4291,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4292,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4293,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4294,"[('capello', 100), ('del', 100), ('eredi', 100)]"
4295,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4296,"[('piero', 100), ('del', 100), ('meneguzzi', 100)]"
4297,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4298,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4299,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4300,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4301,"[('balandan', 100), ('bortoloti', 50), ('bortolamiello', 50)]"
4302,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4303,"[('polani', 100), ('girolamo', 100), ('ramponi', 64)]"
4304,"[('capello', 100), ('lovisello', 70), ('cappello', 64)]"
4305,"[('castelli', 100), ('castellano', 71), ('francesconi', 62)]"
4306,"[('zinelli', 100), ('cristinelli', 67), ('pisanelli', 64)]"
4307,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4308,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4309,"[('del', 100), ('magistrato', 100), ('del torso', 50)]"
4310,"[('filosi', 100), ('aloisi', 63), ('zilosi', 63)]"
4311,"[('filosi', 100), ('aloisi', 63), ('zilosi', 63)]"
4312,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4313,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4314,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4315,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4316,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4317,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4318,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4319,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4320,"[('michiel', 100), ('priuli', 100), ('michielli', 78)]"
4321,"[('polani', 100), ('girolamo', 100), ('ramponi', 64)]"
4322,"[('carlo', 100), ('lazaroni', 73), ('carosi-cattarini', 67)]"
4323,"[('carlo', 100), ('lazaroni', 100), ('carosi-cattarini', 67)]"
4324,"[('carnio', 71), ('caffari', 67), ('carniel', 67)]"
4325,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4326,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4327,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4328,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4329,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4330,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4331,"[('raspi', 100), ('giovannino', 53), ('giovannelli', 52)]"
4332,"[('zen', 100), ('battistini', 65), ('giovannino', 58)]"
4333,"[('beccari', 100), ('ruggieri', 61), ('beccherini', 56)]"
4334,"[('astori', 100), ('del', 100), ('commissaria', 100)]"
4335,"[('baglioni', 100), ('battistini', 56), ('battistiol', 50)]"
4336,"[('balbi', 100), ('barbo', 100), ('barbaria', 62)]"
4337,"[('calvi', 100), ('aleppo', 50), ('saligi', 50)]"
4338,"[('balbi', 100), ('barbo', 100), ('barbaria', 62)]"
4339,"[('eredi', 100), ('chieregato', 50), ('bettoni', 48)]"
4340,"[('bettoni', 58), ('archetti', 56), ('bochetti', 56)]"
4341,"[('contarini', 100), ('alessandrini', 75), ('alessandri', 67)]"
4342,"[('domenichini', 51), ('antonelli', 49), ('fantinelli', 47)]"
4343,"[('domenichini', 51), ('antonelli', 49), ('giovanelli', 47)]"
4344,"[('giustinian', 100), ('giustiniano', 56), ('giustiniani', 51)]"
4345,"[('balbi', 100), ('barbo', 100), ('dalla vigna', 58)]"
4346,"[('riva', 100), ('da riva', 73), ('vicenzi', 60)]"
4347,"[('riva', 100), ('da riva', 73), ('vicenzi', 60)]"
4348,"[('riva', 100), ('da riva', 73), ('vicenzi', 60)]"
4349,"[('toderini', 100), ('soderini', 58), ('todarini', 58)]"
4350,"[('piero', 100), ('giusti', 100), ('giustiniano', 70)]"
4351,"[('battistini', 57), ('giovannino', 51), ('battistiol', 51)]"
4352,"[('berlendis', 100), ('berlendia', 62), ('bertoldo', 56)]"
4353,"[('da', 100), ('da riva', 100), ('riva', 100)]"
4354,"[('battistini', 57), ('giovannino', 51), ('battistiol', 51)]"
4355,"[('maruzzi', 100), ('mauruzini', 64), ('macaruzzi', 64)]"
4356,"[('vezzi', 100), ('francesconi', 77), ('francescheti', 74)]"
4357,"[('raffai', 100), ('girolamo', 100), ('grasolari', 58)]"
4358,"[('agostinazzi', 53), ('agostini', 52), ('astelfoni', 50)]"
4359,"[('filosi', 100), ('battistini', 59), ('battistiol', 53)]"
4360,"[('guizzetti', 100), ('zuanne', 100), ('guizetti', 67)]"
4361,"[('canal', 100), ('francesconi', 62), ('franceschi', 58)]"
4362,"[('vezzi', 100), ('francesconi', 77), ('francescheti', 74)]"
4363,"[('raffai', 100), ('girolamo', 100), ('grasolari', 58)]"
4364,"[('raffai', 100), ('girolamo', 100), ('grasolari', 58)]"
4365,"[('baglioni', 100), ('caliari fantinelli', 56), ('fratello', 48)]"
4366,"[('baglioni', 100), ('caliari fantinelli', 56), ('fratello', 48)]"
4367,"[('nadal', 100), ('rocco', 100), ('zucchini', 100)]"
4368,"[('nadal', 100), ('zucchini', 100), ('dario paulucci', 56)]"
4369,"[('berlendis', 100), ('berlendia', 62), ('bertoldo', 56)]"
4370,"[('vezzi', 100), ('francesconi', 77), ('francescheti', 74)]"
4371,"[('balbi', 100), ('barbo', 100), ('barbaria', 62)]"
4372,"[('berlendis', 100), ('berlendia', 62), ('bertoldo', 56)]"
4373,"[('berlendis', 100), ('berlendia', 62), ('bertoldo', 56)]"
4374,"[('berlendis', 100), ('berlendia', 62), ('bertoldo', 56)]"
4375,"[('berlendis', 100), ('berlendia', 62), ('bertoldo', 56)]"
4376,"[('vezzi', 100), ('francesconi', 77), ('francescheti', 74)]"
4377,"[('querini', 100), ('francesconi', 59), ('franceschini', 58)]"
4378,"[('donÃ\xa0', 100), ('piero', 100), ('perazzo', 100)]"
4379,"[('querini', 100), ('francesconi', 59), ('franceschini', 58)]"
4380,"[('piero', 100), ('marinello', 58), ('roccabonella', 53)]"
4381,"[('balbi', 100), ('barbo', 100), ('barbaria', 62)]"
4382,"[('alessandrini', 54), ('alessandri', 51), ('caliari fantinelli', 47)]"
4383,"[('alessandrini', 54), ('alessandri', 51), ('caliari fantinelli', 47)]"
4384,"[('toderini', 100), ('nerini illasis', 51), ('fradellini', 51)]"
4385,"[('driuzzi', 100), ('francesconi', 64), ('franceschi', 59)]"
4386,"[('vezzi', 100), ('francesconi', 77), ('francescheti', 74)]"
4387,"[('vezzi', 100), ('francesconi', 77), ('francescheti', 74)]"
4388,"[('querini', 100), ('zuanne', 100), ('guerini', 57)]"
4389,"[('querini', 100), ('zuanne', 100), ('guerini', 57)]"
4390,"[('canal', 100), ('panagiotto', 61), ('giacomi', 60)]"
4391,"[('canal', 100), ('piero', 100), ('cavalieri', 54)]"
4392,"[('boldÃ¹', 100), ('de', 100), ('bold', 100)]"
4393,"[('canal', 100), ('zaccaria', 100), ('calzavara', 70)]"
4394,"[('bortolamiello', 55), ('bortoloto', 50), ('fratello', 46)]"
4395,"[('rubbi', 100), ('francesconi', 77), ('franceschi', 72)]"
4396,"[('ferrari', 100), ('da ferrara', 75), ('defferari', 70)]"
4397,"[('cavagnis', 100), ('antonini', 67), ('santonini', 64)]"
4398,"[('dolfin', 100), ('piero', 100), ('pandolfin', 55)]"
4399,"[('diedo', 100), ('deserpos', 60), ('dionisio', 60)]"
4400,"[('michiel', 100), ('francesconi', 46), ('franceschini', 45)]"
4401,"[('raffai', 100), ('girolamo', 100), ('grasolari', 58)]"
4402,"[('canal', 100), ('francesconi', 62), ('franceschi', 58)]"
4403,"[('filosi', 100), ('battistini', 59), ('battistiol', 53)]"
4404,"[('giacomi', 57), ('giustiniano', 56), ('basilico', 55)]"
4405,"[('curnis', 100), ('cristiano', 61), ('giacomi', 57)]"
4406,"[('curnis', 100), ('cristiano', 61), ('giacomi', 57)]"
4407,"[('curnis', 100), ('cristiano', 61), ('giacomi', 57)]"
4408,"[('curnis', 100), ('cristiano', 61), ('giacomi', 57)]"
4409,"[('curnis', 100), ('busi', 100), ('francesconi', 48)]"
4410,"[('carlo', 100), ('grattarol dalle navi', 47), ('carraba', 47)]"
4411,"[('zancolo', 100), ('lippomano', 61), ('zancarolo', 61)]"
4412,"[('zancolo', 60), ('bazolani', 57), ('mazzarino', 55)]"
4413,"[('zancolo', 100), ('niccolo', 70), ('zancarolo', 64)]"
4414,"[('nadal', 100), ('piero', 100), ('di', 100)]"
4415,"[('moretti', 100), ('bortolotti', 80), ('bortolottti', 77)]"
4416,"[('vidman', 100), ('lodovici', 70), ('lodovichi', 67)]"
4417,"[('battistiol', 45), ('battistini', 45), ('batistiol', 42)]"
4418,"[('feracina', 100), ('ferracina', 64), ('bortolini', 64)]"
4419,"[('balbi', 100), ('fratello', 100), ('de', 100)]"
4420,"[('balbi', 100), ('fratello', 100), ('de', 100)]"
4421,"[('balbi', 100), ('fratello', 100), ('de', 100)]"
4422,"[('balbi', 100), ('fratello', 100), ('de', 100)]"
4423,"[('balbi', 100), ('fratello', 100), ('piero', 100)]"
4424,"[('balbi', 100), ('fratello', 100), ('piero', 100)]"
4425,"[('balbi', 100), ('fratello', 100), ('piero', 100)]"
4426,"[('balbi', 100), ('fratello', 100), ('piero', 100)]"
4427,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4428,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4429,"[('giusto', 100), ('fraterna', 100), ('commissaria', 100)]"
4430,"[('fraterna', 100), ('dei', 100), ('grattarol dalle navi', 44)]"
4431,"[('giusto', 100), ('fraterna', 100), ('commissaria', 100)]"
4432,"[('giusto', 100), ('fraterna', 100), ('commissaria', 100)]"
4433,"[('zanchi', 100), ('graziani', 52), ('de grazia', 50)]"
4434,"[('moretti', 100), ('graziabona', 55), ('giantofetti', 53)]"
4435,"[('graziabona', 56), ('grazioli', 53), ('graziato', 53)]"
4436,"[('bona', 100), ('carosi-cattarini', 56), ('bonfandini gritti', 55)]"
4437,"[('dalla franziada', 54), ('grattarol dalle navi', 48), ('valmarana', 46)]"
4438,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4439,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4440,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4441,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4442,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4443,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4444,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4445,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4446,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4447,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4448,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4449,"[('giorgio', 100), ('di', 100), ('san', 100)]"
4450,"[('bon', 100), ('licini', 100), ('alessandrini', 69)]"
4451,"[('bon', 100), ('licini', 100), ('alessandrini', 69)]"
4452,"[('balbi', 100), ('fratello', 100), ('beretello', 48)]"
4453,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
4454,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
4455,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
4456,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
4457,"[('damiani', 100), ('eredi', 100), ('manfredini', 50)]"
4458,"[('martinengo', 100), ('marineti', 59), ('mainenti', 59)]"
4459,"[('battistelli', 48), ('battistella', 48), ('battistini', 44)]"
4460,"[('piero', 100), ('rossetti', 70), ('peretti', 64)]"
4461,"[('foscarini', 100), ('antonini', 64), ('foscarin', 64)]"
4462,"[('foscarini', 100), ('antonini', 64), ('foscarin', 64)]"
4463,"[('tron', 100), ('niccolo', 71), ('bonincontro', 67)]"
4464,"[('foscarini', 100), ('bortolini', 69), ('foscarin', 64)]"
4465,"[('antonini', 67), ('santonini', 64), ('antoniassi', 62)]"
4466,"[('foscarini', 100), ('foscarino', 51), ('antonini', 47)]"
4467,"[('foscarini', 100), ('foscarino', 51), ('antonini', 47)]"
4468,"[('foscarini', 100), ('foscarino', 51), ('antonini', 47)]"
4469,"[('foscarini', 100), ('foscarino', 51), ('antonini', 47)]"
4470,"[('foscarini', 100), ('foscarino', 51), ('antonini', 47)]"
4471,"[('foscarini', 100), ('foscarino', 51), ('antonini', 47)]"
4472,"[('foscarini', 100), ('foscarino', 51), ('antonini', 47)]"
4473,"[('foscarini', 100), ('foscarino', 51), ('antonini', 47)]"
4474,"[('agostini', 80), ('agostinazzi', 78), ('mastini', 63)]"
4475,"[('donÃ\xa0', 100), ('manin', 100), ('di', 100)]"
4476,"[('donÃ\xa0', 100), ('manin', 100), ('di', 100)]"
4477,"[('zorzi', 100), ('di zorzi', 100), ('di', 100)]"
4478,"[('bernardo', 100), ('corner', 100), ('bernardini', 64)]"
4479,"[('maffetti', 100), ('ginatoffetti', 71), ('agostini', 67)]"
4480,"[('maffetti', 100), ('ginatoffetti', 71), ('agostini', 67)]"
4481,"[('di', 100), ('del', 100), ('verona', 100)]"
4482,"[('salvador', 100), ('guardadio', 67), ('salvadori', 67)]"
4483,"[('bronzini', 64), ('bonvecchiato', 55), ('barberini', 54)]"
4484,"[('bronzini', 100), ('bonicelli', 47), ('schiantarello', 47)]"
4485,"[('basadonna', 100), ('zuanne', 100), ('donzuane', 67)]"
4486,"[('basadonna', 100), ('zuanne', 100), ('donzuane', 67)]"
4487,"[('basadonna', 100), ('zuanne', 100), ('donzuane', 67)]"
4488,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4489,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4490,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4491,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4492,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4493,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4494,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4495,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4496,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4497,"[('zuanne', 100), ('donzuane', 70), ('basadonna', 67)]"
4498,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4499,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4500,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4501,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4502,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4503,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4504,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4505,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4506,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4507,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4508,"[('da', 100), ('da lezzo', 61), ('andreoleti', 56)]"
4509,"[('foscari', 100), ('foscarino', 69), ('francesconi', 64)]"
4510,"[('foscari', 100), ('foscarino', 69), ('francesconi', 64)]"
4511,"[('foscari', 100), ('capello', 100), ('de lorenzo', 82)]"
4512,"[('foscari', 100), ('foscarino', 69), ('francesconi', 64)]"
4513,"[('capello', 100), ('de lorenzo', 82), ('coratelli', 51)]"
4514,"[('de lorenzo', 82), ('coratelli', 53), ('caliari fantinelli', 51)]"
4515,"[('de lorenzo', 82), ('coratelli', 53), ('caliari fantinelli', 51)]"
4516,"[('bernardo', 100), ('zio', 100), ('francesconi', 37)]"
4517,"[('bembo', 100), ('piero', 100), ('malipiero', 60)]"
4518,"[('vendramin', 100), ('zaccaria', 100), ('vendramini', 71)]"
4519,"[('giustinian', 100), ('girolamo', 100), ('giustiniani', 67)]"
4520,"[('da', 100), ('lezze', 100), ('dalezze', 64)]"
4521,"[('bernardo', 100), ('piero', 100), ('zio', 100)]"
4522,"[('bernardo', 100), ('piero', 100), ('zio', 100)]"
4523,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4524,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4525,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4526,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4527,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4528,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4529,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4530,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4531,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4532,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4533,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4534,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4535,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4536,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4537,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4538,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4539,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4540,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4541,"[('di', 100), ('mauro', 100), ('san', 100)]"
4542,"[('di', 100), ('mauro', 100), ('san', 100)]"
4543,"[('di', 100), ('mauro', 100), ('san', 100)]"
4544,"[('di', 100), ('mauro', 100), ('san', 100)]"
4545,"[('di', 100), ('mauro', 100), ('san', 100)]"
4546,"[('di', 100), ('mauro', 100), ('san', 100)]"
4547,"[('balbi', 100), ('de', 100), ('de luca', 44)]"
4548,"[('balbi', 100), ('caliari fantinelli', 41), ('mercatelli', 39)]"
4549,"[('franceschi', 100), ('costantin', 100), ('costantini', 67)]"
4550,"[('reali', 83), ('segalina', 80), ('reggia', 77)]"
4551,"[('franceschi', 100), ('costantin', 100), ('costantini', 67)]"
4552,"[('piero', 100), ('lucio', 100), ('di', 100)]"
4553,"[('bragadin', 100), ('girolamo', 100), ('de', 100)]"
4554,"[('manzoni', 100), ('eredi', 100), ('giacomazzi', 55)]"
4555,"[('bragadin', 100), ('girolamo', 100), ('commissaria', 100)]"
4556,"[('fratello', 47), ('fiorelli', 47), ('dalla vecchia', 46)]"
4557,"[('di', 100), ('venezia', 100), ('clero', 100)]"
4558,"[('rota', 100), ('catterina', 52), ('cattari', 48)]"
4559,"[('barbaro', 100), ('piero', 100), ('malipiero', 55)]"
4560,"[('caliari fantinelli', 69), ('coratelli', 62), ('garelli', 58)]"
4561,"[('barbaro', 100), ('piero', 100), ('malipiero', 55)]"
4562,"[('caliari fantinelli', 69), ('coratelli', 62), ('garelli', 58)]"
4563,"[('rota', 100), ('catterina', 52), ('cattari', 48)]"
4564,"[('franceschi', 100), ('costantin', 100), ('costantini', 67)]"
4565,"[('bragadin', 100), ('girolamo', 100), ('del', 100)]"
4566,"[('bragadin', 100), ('girolamo', 100), ('del', 100)]"
4567,"[('commissaria', 100), ('commisiana', 51), ('tommasini-degna', 45)]"
4568,"[('bragadin', 100), ('girolamo', 100), ('commissaria', 100)]"
4569,"[('farsetti', 100), ('antonelli', 50), ('antoniassi', 49)]"
4570,"[('bragadin', 100), ('zuanne', 100), ('bragadini', 67)]"
4571,"[('donÃ\xa0', 100), ('piero', 100), ('polo', 100)]"
4572,"[('malipiero', 100), ('malimpiero', 69), ('cavalieri', 56)]"
4573,"[('malipiero', 100), ('malimpiero', 69), ('cavalieri', 56)]"
4574,"[('malipiero', 100), ('malimpiero', 69), ('cavalieri', 56)]"
4575,"[('malipiero', 100), ('malimpiero', 69), ('cavalieri', 56)]"
4576,"[('avogadro', 100), ('piero', 100), (""d'arpo attendolo"", 47)]"
4577,"[('olmo', 100), ('colombo', 71), ('niccolo', 71)]"
4578,"[('olmo', 100), ('colombo', 71), ('niccolo', 71)]"
4579,"[('olmo', 100), ('colombo', 71), ('niccolo', 71)]"
4580,"[('olmo', 100), ('colombo', 71), ('niccolo', 71)]"
4581,"[('olmo', 100), ('colombo', 71), ('niccolo', 71)]"
4582,"[('olmo', 100), ('colombo', 71), ('niccolo', 71)]"
4583,"[('olmo', 100), ('colombo', 71), ('niccolo', 71)]"
4584,"[('lodovici', 100), ('giovannino', 53), ('andriani', 50)]"
4585,"[('lodovici', 100), ('giovannino', 53), ('andriani', 50)]"
4586,"[('lodovici', 100), ('giovannino', 53), ('andriani', 50)]"
4587,"[('lodovici', 100), ('giovannino', 53), ('andriani', 50)]"
4588,"[('zio', 100), ('feracina', 100), ('grattarol dalle navi', 35)]"
4589,"[('zio', 100), ('grattarol dalle navi', 32), ('dondiorologio', 32)]"
4590,"[('olmo', 100), ('colombo', 71), ('niccolo', 71)]"
4591,"[('rota', 100), ('catterina', 52), ('cattari', 48)]"
4592,"[('rota', 100), ('catterina', 52), ('cattari', 48)]"
4593,"[('poli', 100), ('zuanne', 100), ('tonioli', 50)]"
4594,"[('poli', 100), ('zuanne', 100), ('tonioli', 50)]"
4595,"[('del', 100), ('zuanne', 100), ('del torso', 50)]"
