,entryTenantText_l
7496,"('zuanne', 100)"
7497,"('donzuane', 60)"
7498,"('burinello', 56)"
7499,"('canal', 100)"
7500,"('dragone', 67)"
7501,"('zotti', 100)"
7502,"('dondiorologio', 60)"
7503,"('domenichini', 57)"
7504,"('azamar', 59)"
7505,"('foscarin', 67)"
7506,"('tommasini-degna', 62)"
7507,"('zanetti', 100)"
7508,"('antonini', 58)"
7509,"('grattarol', 56)"
7510,"('rizzo patarol', 62)"
7511,"('luciani', 100)"
7512,"('barberi', 70)"
7513,"('pelegrini', 100)"
7514,"('angeli', 100)"
7515,"('nasolin', 100)"
7516,"('gervasoni', 100)"
7517,"('bertoli', 100)"
7518,"('sanchetta', 61)"
7519,"('gabriel', 100)"
7520,"('giacomelli', 71)"
7521,"('citta', 77)"
7522,"('nani', 86)"
7523,"('giuliani', 70)"
7524,"('filosi', 100)"
7525,"('filosi', 100)"
7526,"('nicolini', 80)"
7527,"('marchi', 100)"
7528,"('simonato', 70)"
7529,"('nani', 86)"
7530,"('zanetti', 100)"
7531,"('mationi', 63)"
7532,"('padoan', 100)"
7533,"('nani', 86)"
7534,"('milesi', 100)"
7535,"('pasqualin', 100)"
7536,"('nani', 86)"
7537,"('da', 100)"
7538,"('borghetti', 100)"
7539,"('santo', 100)"
7540,"('andreato', 67)"
7541,"('garzoni', 100)"
7542,"('balanzani', 75)"
7543,"('piero', 100)"
7544,"('centranigo', 52)"
7545,"('centranigo', 52)"
7546,"('gregoletti', 100)"
7547,"('corregio', 74)"
7548,"('nani', 86)"
7549,"('bora', 57)"
7550,"('de resti', 67)"
7551,"('nani', 86)"
7552,"('antoniassi', 62)"
7553,"('antoniassi', 62)"
7554,"('andriuzzi', 100)"
7555,"('dettamanina', 49)"
7556,"('tiepolo', 63)"
7557,"('tiepolo', 63)"
7558,"('cattaneo', 64)"
7559,"('nani', 86)"
7560,"('cattaneo', 64)"
7561,"('battistelli', 59)"
7562,"('ginotto', 64)"
7563,"('francesconi', 69)"
7564,"('bregolin', 59)"
7565,"('donzuane', 70)"
7566,"('santo', 100)"
7567,"('francesconi', 77)"
7568,"('santo', 100)"
7569,"('mora', 100)"
7570,"('cavalieri', 52)"
7571,"('mora', 100)"
7572,"('girolamo', 100)"
7573,"('girolamo', 100)"
7574,"('girolamo', 100)"
7575,"('girolamo', 100)"
7576,"('ruberti', 100)"
7577,"('de vico', 63)"
7578,"('francesconi', 81)"
7579,"('francesconi', 77)"
7580,"('nani', 86)"
7581,"('martini', 100)"
7582,"('martini', 100)"
7583,"('nani', 86)"
7584,"('zambelli', 100)"
7585,"('zambelli', 100)"
7586,"('zambelli', 100)"
7587,"('nani', 86)"
7588,"('nani', 86)"
7589,"('driuzzi', 100)"
7590,"('zini', 100)"
7591,"('zini', 100)"
7592,"('zini', 100)"
7593,"('zini', 100)"
7594,"('bortolini', 78)"
7595,"('zambelli', 100)"
7596,"('antonini', 64)"
7597,"('carminati', 100)"
7598,"('driuzzi', 100)"
7599,"('driuzzi', 100)"
7600,"('vecchi', 100)"
7601,"('scarello', 100)"
7602,"('francesconi', 64)"
7603,"('driuzzi', 100)"
7604,"('driuzzi', 100)"
7605,"('malanoti', 100)"
7606,"('malanoti', 100)"
7607,"('malanoti', 100)"
7608,"('girolamo', 100)"
7609,"('nani', 86)"
7610,"('comincioli', 44)"
7611,"('nani', 86)"
7612,"('nani', 86)"
7613,"('carlo', 100)"
7614,"('malanotti', 100)"
7615,"('zambelli', 100)"
7616,"('bataggia', 100)"
7617,"('bataggia', 100)"
7618,"('bataggia', 100)"
7619,"('bregolin', 59)"
7620,"(""d'albore"", 52)"
7621,"('franchi', 63)"
7622,"('scarello', 100)"
7623,"('sa', 100)"
7624,"('nani', 86)"
7625,"('scarello', 100)"
7626,"('scarello', 100)"
7627,"('pietra', 67)"
7628,"('angeloni', 61)"
7629,"('de lorenzo', 82)"
7630,"('pietra', 67)"
7631,"('toninetti', 67)"
7632,"('pietra', 67)"
7633,"('occioni', 100)"
7634,"('giovannino', 54)"
7635,"('di', 100)"
7636,"('guizzetti', 100)"
7637,"('antoniassi', 67)"
7638,"('arnoldi', 61)"
7639,"('nani', 86)"
7640,"('durighello', 100)"
7641,"('coradini', 61)"
7642,"('zuanne', 100)"
7643,"('rossi', 100)"
7644,"('antonini', 64)"
7645,"('zuanne', 100)"
7646,"('avanzo', 100)"
7647,"('basso', 100)"
7648,"('de', 100)"
7649,"('ventura', 100)"
7650,"('francesconi', 67)"
7651,"('alberti', 100)"
7652,"('nani', 86)"
7653,"('nani', 86)"
7654,"('nani', 86)"
7655,"('nani', 86)"
7656,"('foscarini', 100)"
7657,"('nani', 86)"
7658,"('nani', 86)"
7659,"('aragoni', 67)"
7660,"('nani', 100)"
7661,"('orlandi', 100)"
7662,"('nani', 86)"
7663,"('nani', 86)"
7664,"('orlandi', 100)"
7665,"('domenichini', 69)"
7666,"('di', 100)"
7667,"('nani', 86)"
7668,"('francesconi', 74)"
7669,"('santo', 100)"
7670,"('zorzi', 100)"
7671,"('lazari', 100)"
7672,"('antonini', 64)"
7673,"('nani', 86)"
7674,"('spada', 100)"
7675,"('nani', 86)"
7676,"('calegari', 64)"
7677,"('ventura', 100)"
7678,"('grassi', 100)"
7679,"('nani', 86)"
7680,"('tonioli', 70)"
7681,"('megliorini', 61)"
7682,"('antonini', 100)"
7683,"('zuanne', 100)"
7684,"('battistiol', 69)"
7685,"('antonelli', 70)"
7686,"('bortolotti', 69)"
7687,"('carlo', 100)"
7688,"('battistini', 77)"
7689,"('spada', 100)"
7690,"('cominotto', 64)"
7691,"('bortolucci', 72)"
7692,"('traversini', 69)"
7693,"('collini', 100)"
7694,"('vincenti', 100)"
7695,"('de lorenzo', 82)"
7696,"('agazi', 100)"
7697,"('battistini', 59)"
7698,"('rocca', 100)"
7699,"('vincenti', 100)"
7700,"('david', 100)"
7701,"('david', 100)"
7702,"('rizzi', 100)"
7703,"('saetta', 55)"
7704,"('zuanne', 100)"
7705,"('modena', 100)"
7706,"('catterina', 62)"
7707,"('sabbioni', 74)"
7708,"('ferrari', 100)"
7709,"('ambrosani', 67)"
7710,"('agostinazzi', 60)"
7711,"('ferretti', 61)"
7712,"('ferretti', 61)"
7713,"('marin', 100)"
7714,"('contarin', 67)"
7715,"('bellato', 100)"
7716,"('nani', 86)"
7717,"('nani', 86)"
7718,"('nani', 86)"
7719,"('lardoni', 60)"
7720,"('brunacini', 59)"
7721,"('spada', 100)"
7722,"('zambelli', 100)"
7723,"('giovannelli', 51)"
7724,"('vincenti', 100)"
7725,"('barbarigo', 100)"
7726,"('nani', 86)"
7727,"('pietra', 60)"
7728,"('dalla', 100)"
7729,"('bracchi', 63)"
7730,"('giaccometti', 75)"
7731,"('giaccometti', 75)"
7732,"('nicolosi', 70)"
7733,"('martinoli', 73)"
7734,"('nani', 86)"
7735,"('spada', 100)"
7736,"('bernardi', 100)"
7737,"('bernardi', 100)"
7738,"('moro', 100)"
7739,"('contento', 54)"
7740,"('gianola', 60)"
7741,"('nicolosi', 70)"
7742,"('brunelli', 100)"
7743,"('santo', 100)"
7744,"('vadomeneghi', 62)"
7745,"('cassetti', 100)"
7746,"('viani', 100)"
7747,"('speroni', 67)"
7748,"('ruspini', 100)"
7749,"('mercatelli', 55)"
7750,"('vidali', 100)"
7751,"('vidali', 100)"
7752,"('carosi-cattarini', 65)"
7753,"('fedeli', 100)"
7754,"('somarilli', 67)"
7755,"('trevisan', 100)"
7756,"('bastian', 100)"
7757,"('nani', 86)"
7758,"('dalla vedoa', 57)"
7759,"('mora', 100)"
7760,"('mattiuzzi', 59)"
7761,"('nani', 86)"
7762,"('grassi', 100)"
7763,"('abondio', 100)"
7764,"('zuanne', 100)"
7765,"('urbani', 100)"
7766,"('giaccometti', 57)"
7767,"('bonicardi', 67)"
7768,"('bortoloto', 62)"
7769,"('lucadello', 100)"
7770,"('martini', 100)"
7771,"('antoniassi', 72)"
7772,"('di', 100)"
7773,"('angeli', 100)"
7774,"('alcaini', 64)"
7775,"('colletti', 64)"
7776,"('santi', 100)"
7777,"('salviani', 56)"
7778,"('gradenigo', 100)"
7779,"('baglioni', 100)"
7780,"('zuanne', 100)"
7781,"('bregolin', 48)"
7782,"('boncio', 100)"
7783,"('giovannino', 55)"
7784,"('de lorenzo', 82)"
7785,"('nani', 86)"
7786,"('garini', 55)"
7787,"('marinoni', 100)"
7788,"('belli', 100)"
7789,"('bevilacqua', 67)"
7790,"('licinio', 60)"
7791,"('cristiano', 61)"
7792,"('donÃ\xa0', 100)"
7793,"('grandis', 100)"
7794,"('basadello', 62)"
7795,"('malipiero', 64)"
7796,"('de pietra', 67)"
7797,"('gasparini', 100)"
7798,"('cavagnis', 100)"
7799,"('biasi', 100)"
7800,"('vastielli', 53)"
7801,"('rossi', 100)"
7802,"('domenici', 64)"
7803,"('barbon', 100)"
7804,"('francesconi', 62)"
7805,"('martinengo', 100)"
7806,"('cassetti', 100)"
7807,"('grassianceli', 50)"
7808,"('rocco', 100)"
7809,"('zuanne', 100)"
7810,"('francesconi', 73)"
7811,"('nani', 86)"
7812,"('nani', 86)"
7813,"('furiana', 70)"
7814,"('dandolo', 100)"
7815,"('zanchi', 100)"
7816,"('zanchi', 100)"
7817,"('francesconi', 79)"
7818,"('marrucelli', 58)"
7819,"('nani', 86)"
7820,"('bernardo', 100)"
7821,"('antonini', 76)"
7822,"('zuanne', 100)"
7823,"('carlo', 100)"
7824,"('zuanne', 100)"
7825,"('donÃ\xa0', 100)"
7826,"('tonisto', 58)"
7827,"('pini', 100)"
7828,"('nani', 86)"
7829,"('trevisan', 100)"
7830,"('antonini', 70)"
7831,"('ambrosi', 64)"
7832,"('toniolo', 61)"
7833,"('capello', 100)"
7834,"('zuanne', 100)"
7835,"('gottoni', 100)"
7836,"('girolamo', 100)"
7837,"('ruggieri', 56)"
7838,"('colombina', 64)"
7839,"('girolamo', 100)"
7840,"('franceschi', 71)"
7841,"('calzavara', 56)"
7842,"('pietra', 60)"
7843,"('pietra', 60)"
7844,"('lucadello', 100)"
7845,"('battistini', 61)"
7846,"('battistini', 61)"
7847,"('battistini', 61)"
7848,"('battistini', 61)"
7849,"('artusi', 100)"
7850,"('furiana', 100)"
7851,"('petrovich', 73)"
7852,"('tomii', 62)"
7853,"('furiana', 100)"
7854,"('bernardo', 100)"
7855,"('morosini', 73)"
7856,"('alberigo', 59)"
7857,"('zorzi', 100)"
7858,"('zorzi', 100)"
7859,"('zorzi', 100)"
7860,"('zorzi', 100)"
7861,"('zorzi', 100)"
7862,"('scarpa', 100)"
7863,"('ancilotto', 62)"
7864,"('donÃ\xa0', 100)"
7865,"('barbieri', 100)"
7866,"('federici', 71)"
7867,"('federici', 71)"
7868,"('bolgarini', 64)"
7869,"('nani', 86)"
7870,"('maganesi', 60)"
7871,"('ferazzuto', 100)"
7872,"('rossi', 100)"
7873,"('grattarol', 61)"
7874,"('grattarol', 61)"
7875,"('carosi-cattarini', 67)"
7876,"('ferazzuto', 67)"
7877,"('domenici', 58)"
7878,"('appoloni', 64)"
7879,"('bernardini', 64)"
7880,"('giusto', 100)"
7881,"('battistini', 57)"
7882,"('zuanne', 100)"
7883,"('andrighetti', 73)"
7884,"('bianca', 100)"
7885,"('nicolini', 100)"
7886,"('dal', 100)"
7887,"('zuanne', 100)"
7888,"('focaccia', 58)"
7889,"('bristolani', 61)"
7890,"('doglioni', 100)"
7891,"('bortolamiello', 74)"
7892,"('danieli', 70)"
7893,"('cominotto', 52)"
7894,"('nani', 86)"
7895,"('domenichini', 69)"
7896,"('battistini', 61)"
7897,"('capello', 100)"
7898,"('rizzi', 100)"
7899,"('nani', 86)"
7900,"('cattari', 67)"
7901,"('tian', 100)"
7902,"('guerra', 100)"
7903,"('dal', 100)"
7904,"('costa', 100)"
7905,"('gasparini', 100)"
7906,"('zuliani', 100)"
7907,"('zuanne', 100)"
7908,"('andrighetti', 74)"
7909,"('pasquali', 100)"
7910,"('capuzzo', 100)"
7911,"('centenari', 64)"
7912,"('lischiuta', 67)"
7913,"('pilon', 100)"
7914,"('catterina', 78)"
7915,"('de', 100)"
7916,"('nani', 86)"
7917,"('zuanne', 100)"
7918,"('nani', 86)"
7919,"('michiel', 100)"
7920,"('carrara', 100)"
7921,"('nani', 86)"
7922,"('zuanne', 100)"
7923,"('tron', 100)"
7924,"('coletti', 63)"
7925,"('antipa', 60)"
7926,"('carniel', 100)"
7927,"('martin', 100)"
7928,"('nadal', 100)"
7929,"('girolamo', 100)"
7930,"('rossi', 100)"
7931,"('francesconi', 71)"
7932,"('bernardo', 100)"
7933,"('antoniassi', 62)"
7934,"('lazari', 100)"
7935,"('donÃ\xa0', 100)"
7936,"('fontana', 100)"
7937,"('lavezzi', 61)"
7938,"('batisti', 64)"
7939,"('anoale', 63)"
7940,"('gabriel', 100)"
7941,"('agostini', 64)"
7942,"('zuanne', 100)"
7943,"('moro', 100)"
7944,"('nani', 86)"
7945,"('bolani', 100)"
7946,"('falconetto', 64)"
7947,"('tonioli', 64)"
7948,"('steffani', 100)"
7949,"('molinari', 100)"
7950,"('lodovici', 56)"
7951,"('malipiero', 58)"
7952,"('piero', 100)"
7953,"('locatello', 100)"
7954,"('lazari', 100)"
7955,"('nadali', 100)"
7956,"('canzio', 63)"
7957,"('canzio', 63)"
7958,"('nani', 86)"
7959,"('piero', 100)"
7960,"('zambelli', 100)"
7961,"('beati', 100)"
7962,"('nani', 86)"
7963,"('antonini', 67)"
7964,"('guerini', 56)"
7965,"('santi', 100)"
7966,"('nani', 86)"
7967,"('carlo', 100)"
7968,"('partenio', 67)"
7969,"('bortolini', 100)"
7970,"('anna', 100)"
7971,"('giacomi', 60)"
7972,"('de', 100)"
7973,"('donada', 100)"
7974,"('cassetti', 100)"
7975,"('nani', 86)"
7976,"('marcellini', 59)"
7977,"('battistelli', 69)"
7978,"('caimo', 100)"
7979,"('morelli', 52)"
7980,"('dalla bella', 100)"
7981,"('belletata', 59)"
7982,"('contenti', 100)"
7983,"('battistini', 100)"
7984,"('battistini', 100)"
7985,"('battistini', 100)"
7986,"('colbertaldo', 62)"
7987,"('bernardini', 100)"
7988,"('bortoloto', 73)"
7989,"('donati', 100)"
7990,"('colonda', 100)"
7991,"('francesconi', 67)"
7992,"('basadonna', 100)"
7993,"('nani', 86)"
7994,"('nani', 86)"
7995,"('marchesi', 100)"
7996,"('nani', 86)"
7997,"('dolfin', 100)"
7998,"('dolfin', 100)"
7999,"('zuanne', 100)"
8000,"('roncali', 100)"
8001,"('bonomio', 64)"
8002,"('nani', 86)"
8003,"('domenici', 64)"
8004,"('francesconi', 62)"
8005,"('cavagiani', 56)"
8006,"('valentini', 67)"
8007,"('bastian', 100)"
8008,"('del', 100)"
8009,"('marini', 100)"
8010,"('nani', 100)"
8011,"('nani', 86)"
8012,"('girolamo', 100)"
8013,"('battistini', 57)"
8014,"('grandis', 100)"
8015,"('michiel', 100)"
8016,"('persego', 100)"
8017,"('nani', 86)"
8018,"('rossetti', 100)"
8019,"('savorgnian', 60)"
8020,"('bonaldi', 100)"
8021,"('antonelli', 70)"
8022,"('nani', 86)"
8023,"('mauro', 100)"
8024,"('nani', 86)"
8025,"('fratello', 100)"
8026,"('antonelli', 75)"
8027,"('pasta', 100)"
8028,"('modena', 100)"
8029,"('basi', 100)"
8030,"('battaglia', 62)"
8031,"('scarello', 100)"
8032,"('gregorino', 64)"
8033,"('congregazion', 53)"
8034,"('orselli', 100)"
8035,"('nani', 86)"
8036,"('rossi', 100)"
8037,"('domenici', 70)"
8038,"('nani', 86)"
8039,"('francesconi', 60)"
8040,"('valle', 100)"
8041,"('michieli', 100)"
8042,"('roselli', 100)"
8043,"('fontana', 100)"
8044,"('chiesa', 100)"
8045,"('nani', 86)"
8046,"('nani', 86)"
8047,"('ambelicopolo', 51)"
8048,"('zuanne', 100)"
8049,"('gasparoni', 70)"
8050,"('rossi', 100)"
8051,"('carrara', 100)"
8052,"('campo in collo', 53)"
8053,"('nani', 86)"
8054,"('battistelli', 58)"
8055,"('domenichini', 62)"
8056,"('zuanne', 100)"
8057,"('ricci', 100)"
8058,"('gatimburgo', 48)"
8059,"('salamon', 100)"
8060,"('giacomazzi', 67)"
8061,"('roselli', 100)"
8062,"('nani', 86)"
8063,"('toffolutti', 57)"
8064,"('rossi', 100)"
8065,"('pasqualini', 67)"
8066,"('polo', 100)"
8067,"('zane', 100)"
8068,"('battistiol', 67)"
8069,"('de lorenzo', 82)"
8070,"('michieli', 100)"
8071,"('cavaletti', 100)"
8072,"('panciera', 100)"
8073,"('battagia', 100)"
8074,"('nani', 86)"
8075,"('carosi-cattarini', 67)"
8076,"('folin', 100)"
8077,"('candoni', 64)"
8078,"('bernardi', 100)"
8079,"('battagia', 100)"
8080,"('battagia', 100)"
8081,"('capovilla', 100)"
8082,"('nani', 86)"
8083,"('rizzetti', 100)"
8084,"('bortolini', 59)"
8085,"('costa', 100)"
8086,"('costa', 100)"
8087,"('ongareto', 61)"
8088,"('maestro', 100)"
8089,"('dal', 100)"
8090,"('piero', 100)"
8091,"('ferrari', 100)"
8092,"('marchetti', 100)"
8093,"('marchetti', 100)"
8094,"('francescheti', 39)"
8095,"('arigoni', 100)"
8096,"('battistelli', 71)"
8097,"('mascoto', 58)"
8098,"('zanchi', 100)"
8099,"('piero', 100)"
8100,"('pase', 100)"
8101,"('pase', 100)"
8102,"('rota', 100)"
8103,"('costa', 100)"
8104,"('bontempo', 100)"
8105,"('carlo', 100)"
8106,"('bonfadini', 100)"
8107,"('balbi', 100)"
8108,"('pase', 100)"
8109,"('milesi', 100)"
8110,"('bellini', 100)"
8111,"('simonetti', 100)"
8112,"('carminati', 100)"
8113,"('luciani', 100)"
8114,"('gabrieli', 58)"
8115,"('gabrieli', 58)"
8116,"('barizani', 63)"
8117,"('carrissimi', 61)"
8118,"('pedrocchi', 62)"
8119,"('piero', 100)"
8120,"('borella', 100)"
8121,"('battistiol', 55)"
8122,"('lacedelli', 100)"
8123,"('ambelicopolo', 62)"
8124,"('rossi', 100)"
8125,"('contarini', 100)"
8126,"('anna', 100)"
8127,"('anna', 100)"
8128,"('ludovici', 64)"
8129,"('tessari', 100)"
8130,"('di', 100)"
8131,"('zambon', 100)"
8132,"('nani', 86)"
8133,"('nani', 86)"
8134,"('dall', 100)"
8135,"('antoniassi', 69)"
8136,"('rossi', 100)"
8137,"('nani', 86)"
8138,"('corner', 100)"
8139,"('scalferotto', 69)"
8140,"('girolamo', 70)"
8141,"('nani', 86)"
8142,"('sua', 100)"
8143,"('piero', 100)"
8144,"('alcaini', 67)"
8145,"('de quadraginta', 37)"
8146,"('donÃ\xa0', 100)"
8147,"('bevilacqua', 100)"
8148,"('de', 100)"
8149,"('peretti', 100)"
8150,"('piero', 100)"
8151,"('piero', 100)"
8152,"('piero', 100)"
8153,"('marini', 100)"
8154,"('marini', 100)"
8155,"('marini', 100)"
8156,"('raffai', 100)"
8157,"('antonelli', 100)"
8158,"('de', 100)"
8159,"('bastian', 100)"
8160,"('pavan', 100)"
8161,"('pavan', 100)"
8162,"('fantinelli', 100)"
8163,"('degan', 100)"
8164,"('carlo', 100)"
8165,"('carlo', 100)"
8166,"('carlo', 100)"
8167,"('maino', 100)"
8168,"('maino', 100)"
8169,"('benvenuti', 100)"
8170,"('recanati', 61)"
8171,"('dettamanina', 58)"
8172,"('dalla franziada', 51)"
8173,"('domeneghini', 71)"
8174,"('barbieri', 100)"
8175,"('olivo', 100)"
8176,"('todeschini', 100)"
8177,"('buffetti', 100)"
8178,"('eustachio', 55)"
8179,"('andreato', 70)"
8180,"('bettoni', 100)"
8181,"('bettoni', 100)"
8182,"('domenichini', 62)"
8183,"('nani', 86)"
8184,"('nani', 86)"
8185,"('franceschi', 69)"
8186,"('barbaria', 61)"
8187,"('nani', 86)"
8188,"('battistelli', 44)"
8189,"('fabris', 100)"
8190,"('steffani', 100)"
8191,"('castelli', 61)"
8192,"('giaccometti', 62)"
8193,"('bonicelli', 100)"
8194,"('carlo', 100)"
8195,"('vecchia', 57)"
8196,"('andreola', 78)"
8197,"('denegato', 61)"
8198,"('antipa', 63)"
8199,"('antipa', 63)"
8200,"('gaspari', 100)"
8201,"('fogacia', 58)"
8202,"('zuanne', 100)"
8203,"('sebastiani', 69)"
8204,"('mainardi', 100)"
8205,"('benedetti', 100)"
8206,"('steffani', 100)"
8207,"('nani', 86)"
8208,"('valentini', 62)"
8209,"('toniolo', 64)"
8210,"('piero', 100)"
8211,"('antonini', 70)"
8212,"('benzio', 57)"
8213,"('francesconi', 76)"
8214,"('confurtunati', 62)"
8215,"('nani', 86)"
8216,"('de belli', 67)"
8217,"('longo', 100)"
8218,"('pisenti', 100)"
8219,"('della', 100)"
8220,"('allegri', 100)"
8221,"('battistini', 54)"
8222,"('malipiero', 42)"
8223,"('benetti', 100)"
8224,"('moreti', 67)"
8225,"('tagliapietra', 47)"
8226,"('crivellari', 100)"
8227,"('pighetti', 100)"
8228,"('battistiol', 44)"
8229,"('zuanne', 100)"
8230,"('agostini', 67)"
8231,"('grapiglia', 47)"
8232,"('girolamo', 64)"
8233,"('morelli', 100)"
8234,"('pellegrini', 100)"
8235,"('pellegrini', 100)"
8236,"('martin', 100)"
8237,"('dalle boccole', 56)"
8238,"('nani', 86)"
8239,"('conneglian', 44)"
8240,"('antoniassi', 50)"
8241,"('nani', 86)"
8242,"('bigaglia', 100)"
8243,"('zuanne', 100)"
8244,"('zuanne', 100)"
8245,"('gislanzoni', 100)"
8246,"('antoniassi', 64)"
8247,"('guidoti', 100)"
8248,"('guidoti', 100)"
8249,"('papadopoli', 50)"
8250,"('guazzo', 100)"
8251,"('stavignoni', 58)"
8252,"('fagarazzi', 50)"
8253,"('domenichini', 53)"
8254,"('agostinazzi', 50)"
8255,"('picini', 100)"
8256,"('martinoni', 100)"
8257,"('calegari', 100)"
8258,"('selenicher', 48)"
8259,"('folin', 100)"
8260,"('milani', 100)"
8261,"('da', 100)"
8262,"('nani', 86)"
8263,"('ferro', 100)"
8264,"('di', 100)"
8265,"('vendramin', 100)"
8266,"('arigoni', 100)"
8267,"('ferro', 100)"
8268,"('dall', 100)"
8269,"('bernardo', 100)"
8270,"('gervasoni', 100)"
8271,"('bianchini', 100)"
8272,"('ginotto', 50)"
8273,"('francesconi', 76)"
8274,"('bonlini', 100)"
8275,"('santo', 100)"
8276,"('santo', 100)"
8277,"('santo', 100)"
8278,"('santo', 100)"
8279,"('di', 100)"
8280,"('anna', 100)"
8281,"('rinaldi', 100)"
8282,"('martini', 100)"
8283,"('rinaldi', 100)"
8284,"('carlo', 100)"
8285,"('zuanne', 100)"
8286,"('domeneghini', 69)"
8287,"('domeneghini', 69)"
8288,"('santo', 100)"
8289,"('marin', 100)"
8290,"('battistiol', 44)"
8291,"('pievano', 54)"
8292,"('balestrieri', 52)"
8293,"('rizzotti', 100)"
8294,"('balbi', 100)"
8295,"('giacomi', 58)"
8296,"('rossetti', 100)"
8297,"('salamon', 100)"
8298,"('piero', 100)"
8299,"('soderini', 100)"
8300,"('soderini', 100)"
8301,"('soderini', 100)"
8302,"('nani', 86)"
8303,"('nani', 86)"
8304,"('viola', 100)"
8305,"('balbi', 100)"
8306,"('francesconi', 53)"
8307,"('rotti', 100)"
8308,"('nicoletti', 67)"
8309,"('francesconi', 47)"
8310,"('francesconi', 47)"
8311,"('francesconi', 47)"
8312,"('francesconi', 47)"
8313,"('astori', 100)"
8314,"('todeschini', 100)"
8315,"('gregolin', 100)"
8316,"('danieli', 63)"
8317,"('piero', 100)"
8318,"('piero', 100)"
8319,"('algarotti', 53)"
8320,"('sommariva', 100)"
8321,"('nani', 86)"
8322,"('nani', 86)"
8323,"('nani', 86)"
8324,"('costa', 100)"
8325,"('santi', 100)"
8326,"('santi', 100)"
8327,"('giusti', 100)"
8328,"('acqua', 100)"
8329,"('acqua', 100)"
8330,"('gaspari', 100)"
8331,"('battistella', 55)"
8332,"('nani', 86)"
8333,"('bonaldi', 100)"
8334,"('gherardini', 100)"
8335,"('moretti', 100)"
8336,"('de page', 61)"
8337,"('nani', 86)"
8338,"('gregolin', 100)"
8339,"('anna', 100)"
8340,"('arigoni', 100)"
8341,"('nani', 86)"
8342,"('calichiopoli', 65)"
8343,"('nani', 86)"
8344,"('costantini', 100)"
8345,"('boromeo', 52)"
8346,"('giovannino', 49)"
8347,"('marchi', 100)"
8348,"('nani', 86)"
8349,"('antonelli', 69)"
8350,"('bernardini', 69)"
8351,"('tommasini', 73)"
8352,"('altobello', 70)"
8353,"('girardi', 100)"
8354,"('piero', 100)"
8355,"('crovato', 64)"
8356,"('da', 100)"
8357,"('soardi', 100)"
8358,"('zuanne', 100)"
8359,"('cicogna', 100)"
8360,"('conti', 100)"
8361,"('francesconi', 67)"
8362,"('alessandrini', 67)"
8363,"('tommasini', 64)"
8364,"('battistella', 55)"
8365,"('mainardi', 76)"
8366,"('locatello', 100)"
8367,"('martello', 64)"
8368,"('faustini', 73)"
8369,"('bon', 100)"
8370,"('le', 100)"
8371,"('nicola', 100)"
8372,"('veronesi', 100)"
8373,"('durighello', 100)"
8374,"('barberini', 58)"
8375,"('genaro', 63)"
8376,"('dalla scala', 50)"
8377,"('michiel', 100)"
8378,"('costa', 100)"
8379,"('feltroni', 56)"
8380,"('antoneti', 73)"
8381,"('giustiniani', 57)"
8382,"('passamonte', 50)"
8383,"('salvetti', 100)"
8384,"('salvetti', 100)"
8385,"('astori', 100)"
8386,"('astori', 100)"
8387,"('agostini', 64)"
8388,"('simonetti', 100)"
8389,"('resaro', 67)"
8390,"('martini', 100)"
8391,"('nani', 86)"
8392,"('nani', 86)"
8393,"('nani', 86)"
8394,"('nani', 86)"
8395,"('nani', 86)"
8396,"('dorigo', 100)"
8397,"('signoretti', 100)"
8398,"('fossa', 100)"
8399,"('perisinotto', 56)"
8400,"('maggio', 100)"
8401,"('maggio', 100)"
8402,"('nani', 86)"
8403,"('de lorenzo', 82)"
8404,"('dorigo', 100)"
8405,"('altieri', 100)"
8406,"('bortoleti', 64)"
8407,"('bortoleti', 64)"
8408,"('santonini', 100)"
8409,"('santonini', 100)"
8410,"('domenichini', 44)"
8411,"('oglio', 100)"
8412,"('ministero', 50)"
8413,"('antoniassi', 49)"
8414,"('dalle fornaci', 53)"
8415,"('giaccometti', 48)"
8416,"('moro', 100)"
8417,"('bernardini', 53)"
8418,"('gasparini', 100)"
8419,"('antoniassi', 62)"
8420,"('tommasini-degna', 58)"
8421,"('formenti', 100)"
8422,"('giaccometti', 50)"
8423,"('carosi-cattarini', 52)"
8424,"('paneinforno', 71)"
8425,"('moroni', 100)"
8426,"('moroni', 100)"
8427,"('francesconi', 77)"
8428,"('albini', 100)"
8429,"('francesconi', 67)"
8430,"('belforte', 73)"
8431,"('michiel', 100)"
8432,"('arnaldi', 100)"
8433,"('francesconi', 80)"
8434,"('bernardini', 60)"
8435,"('riva', 100)"
8436,"('mondini', 100)"
8437,"('grifalconi', 100)"
8438,"('paneinforno', 71)"
8439,"('bellotto', 100)"
8440,"('miari', 100)"
8441,"('costa', 100)"
8442,"('bon', 100)"
8443,"('francesconi', 67)"
8444,"('nani', 86)"
8445,"('nani', 86)"
8446,"('pisani', 100)"
8447,"('manzoli', 63)"
8448,"('capitanio', 100)"
8449,"('nani', 86)"
8450,"('tirabosco', 69)"
8451,"('manzoni', 100)"
8452,"('corniani', 100)"
8453,"('ferro', 100)"
8454,"('aragoni', 100)"
8455,"('arnaldi', 100)"
8456,"('querini', 100)"
8457,"('bettini', 100)"
8458,"('nani', 86)"
8459,"('costantini', 100)"
8460,"('polidretti', 75)"
8461,"('bon', 100)"
8462,"('terracina', 50)"
8463,"('da', 100)"
8464,"('morosini', 100)"
